Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 371, ReactionType, hit
Block, 3, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 3, trialnr, 50, trialtype, 1, cuetype, Mask_A1, RZ, 357, ReactionType, hit
Block, 3, trialnr, 51, trialtype, 4, cuetype, Mask_B3, RZ, 505, ReactionType, hit
Block, 3, trialnr, 52, trialtype, 1, cuetype, Mask_A1, RZ, 579, ReactionType, hit
Block, 4, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 391, ReactionType, hit
Block, 4, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 581, ReactionType, hit
Block, 4, trialnr, 3, trialtype, 3, cuetype, Mask_A3, RZ, 554, ReactionType, hit
Block, 4, trialnr, 4, trialtype, 1, cuetype, Mask_A5, RZ, 543, ReactionType, hit
Block, 4, trialnr, 5, trialtype, 4, cuetype, Mask_B4_1, RZ, 596, ReactionType, hit
Block, 4, trialnr, 6, trialtype, 1, cuetype, Mask_A1, RZ, 360, ReactionType, hit
Block, 4, trialnr, 7, trialtype, 2, cuetype, Mask_B1, RZ, 464, ReactionType, hit
Block, 4, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 385, ReactionType, hit
Block, 4, trialnr, 9, trialtype, 4, cuetype, Mask_B1, RZ, 444, ReactionType, hit
Block, 4, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 442, ReactionType, hit
Block, 4, trialnr, 11, trialtype, 2, cuetype, Mask_B1, RZ, 387, ReactionType, hit
Block, 4, trialnr, 12, trialtype, 1, cuetype, Mask_A3, RZ, 498, ReactionType, hit
Block, 4, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 420, ReactionType, hit
Block, 4, trialnr, 14, trialtype, 3, cuetype, Mask_A4, RZ, 522, ReactionType, hit
Block, 4, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 348, ReactionType, hit
Block, 4, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 421, ReactionType, hit
Block, 4, trialnr, 17, trialtype, 4, cuetype, Mask_B1_1, RZ, 305, ReactionType, hit
Block, 4, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 456, ReactionType, hit
Block, 4, trialnr, 19, trialtype, 1, cuetype, Mask_A3, RZ, 541, ReactionType, hit
Block, 4, trialnr, 20, trialtype, 1, cuetype, Mask_A5, RZ, 325, ReactionType, hit
Block, 4, trialnr, 21, trialtype, 3, cuetype, Mask_A4, RZ, 524, ReactionType, hit
Block, 4, trialnr, 22, trialtype, 2, cuetype, Mask_B2_1, RZ, 424, ReactionType, hit
Block, 4, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 364, ReactionType, hit
Block, 4, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 433, ReactionType, hit
Block, 4, trialnr, 25, trialtype, 3, cuetype, Mask_A1, RZ, 525, ReactionType, hit
Block, 4, trialnr, 26, trialtype, 1, cuetype, Mask_A1, RZ, 554, ReactionType, hit
Block, 4, trialnr, 27, trialtype, 4, cuetype, Mask_B1, RZ, 504, ReactionType, hit
Block, 4, trialnr, 28, trialtype, 1, cuetype, Mask_A5, RZ, 313, ReactionType, hit
Block, 4, trialnr, 29, trialtype, 2, cuetype, Mask_B1_1, RZ, 581, ReactionType, hit
Block, 4, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 456, ReactionType, hit
Block, 4, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 402, ReactionType, hit
Block, 4, trialnr, 32, trialtype, 1, cuetype, Mask_A1, RZ, 440, ReactionType, hit
Block, 4, trialnr, 33, trialtype, 3, cuetype, Mask_A1, RZ, 478, ReactionType, hit
Block, 4, trialnr, 34, trialtype, 1, cuetype, Mask_A3, RZ, 735, ReactionType, hit
Block, 4, trialnr, 35, trialtype, 1, cuetype, Mask_A2, RZ, 383, ReactionType, hit
Block, 4, trialnr, 36, trialtype, 2, cuetype, Mask_B4, RZ, 509, ReactionType, hit
Block, 4, trialnr, 37, trialtype, 1, cuetype, Mask_A3, RZ, 421, ReactionType, hit
Block, 4, trialnr, 38, trialtype, 1, cuetype, Mask_A3, RZ, 350, ReactionType, hit
Block, 4, trialnr, 39, trialtype, 4, cuetype, Mask_B1_1, RZ, 539, ReactionType, hit
Block, 4, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 416, ReactionType, incorrect
Block, 4, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 512, ReactionType, hit
Block, 4, trialnr, 42, trialtype, 1, cuetype, Mask_A2, RZ, 516, ReactionType, hit
Block, 4, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 564, ReactionType, hit
Block, 4, trialnr, 44, trialtype, 2, cuetype, Mask_B4_1, RZ, 389, ReactionType, hit
Block, 4, trialnr, 45, trialtype, 1, cuetype, Mask_A1, RZ, 417, ReactionType, hit
Block, 4, trialnr, 46, trialtype, 3, cuetype, Mask_A1, RZ, 531, ReactionType, hit
Block, 4, trialnr, 47, trialtype, 1, cuetype, Mask_A5, RZ, 552, ReactionType, hit
Block, 4, trialnr, 48, trialtype, 1, cuetype, Mask_A2, RZ, 399, ReactionType, hit
Block, 4, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 562, ReactionType, hit
Block, 4, trialnr, 50, trialtype, 1, cuetype, Mask_A5, RZ, 473, ReactionType, hit
Block, 4, trialnr, 51, trialtype, 2, cuetype, Mask_B1_1, RZ, 420, ReactionType, hit
Block, 4, trialnr, 52, trialtype, 4, cuetype, Mask_B4_1, RZ, 585, ReactionType, hit
