Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 396, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B1, RZ, 437, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 375, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 541, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A2, RZ, 426, ReactionType, hit
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 442, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A4, RZ, 576, ReactionType, hit
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B1_1, RZ, 346, ReactionType, hit
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A5, RZ, 337, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 405, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 435, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B3, RZ, 305, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A3, RZ, 521, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 503, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 353, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 440, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 326, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 339, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B2_1, RZ, 381, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A2, RZ, 472, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 443, ReactionType, hit
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 662, ReactionType, hit
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A3, RZ, 378, ReactionType, hit
Block, 2, trialnr, 34, trialtype, 1, cuetype, Mask_A2, RZ, 365, ReactionType, hit
Block, 2, trialnr, 35, trialtype, 1, cuetype, Mask_A4, RZ, 475, ReactionType, hit
Block, 2, trialnr, 36, trialtype, 3, cuetype, Mask_A2, RZ, 645, ReactionType, hit
Block, 2, trialnr, 37, trialtype, 1, cuetype, Mask_A3, RZ, 306, ReactionType, hit
Block, 2, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 363, ReactionType, hit
Block, 2, trialnr, 39, trialtype, 2, cuetype, Mask_B1, RZ, 310, ReactionType, hit
Block, 2, trialnr, 40, trialtype, 1, cuetype, Mask_A4, RZ, 380, ReactionType, hit
Block, 2, trialnr, 41, trialtype, 1, cuetype, Mask_A4, RZ, 323, ReactionType, hit
Block, 2, trialnr, 42, trialtype, 1, cuetype, Mask_A5, RZ, 303, ReactionType, hit
Block, 2, trialnr, 43, trialtype, 3, cuetype, Mask_A1, RZ, 586, ReactionType, hit
Block, 2, trialnr, 44, trialtype, 1, cuetype, Mask_A3, RZ, 341, ReactionType, hit
Block, 2, trialnr, 45, trialtype, 4, cuetype, Mask_B3, RZ, 266, ReactionType, hit
Block, 2, trialnr, 46, trialtype, 1, cuetype, Mask_A1, RZ, 516, ReactionType, hit
Block, 2, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 449, ReactionType, hit
Block, 2, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 704, ReactionType, hit
Block, 2, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 376, ReactionType, hit
Block, 2, trialnr, 50, trialtype, 4, cuetype, Mask_B1_1, RZ, 225, ReactionType, hit
Block, 2, trialnr, 51, trialtype, 1, cuetype, Mask_A1, RZ, 330, ReactionType, hit
Block, 2, trialnr, 52, trialtype, 1, cuetype, Mask_A3, RZ, 337, ReactionType, hit
Block, 3, trialnr, 1, trialtype, 4, cuetype, Mask_B3_1, RZ, 265, ReactionType, hit
Block, 3, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 0, ReactionType, incorrect
Block, 3, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 428, ReactionType, incorrect
Block, 3, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 689, ReactionType, hit
Block, 3, trialnr, 5, trialtype, 1, cuetype, Mask_A4, RZ, 475, ReactionType, hit
Block, 3, trialnr, 6, trialtype, 2, cuetype, Mask_B3, RZ, 301, ReactionType, hit
Block, 3, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 418, ReactionType, hit
Block, 3, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 511, ReactionType, hit
Block, 3, trialnr, 9, trialtype, 1, cuetype, Mask_A2, RZ, 579, ReactionType, hit
Block, 3, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 487, ReactionType, hit
Block, 3, trialnr, 11, trialtype, 2, cuetype, Mask_B3_1, RZ, 276, ReactionType, hit
Block, 3, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 434, ReactionType, hit
Block, 3, trialnr, 13, trialtype, 1, cuetype, Mask_A4, RZ, 643, ReactionType, hit
Block, 3, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 426, ReactionType, miss
Block, 3, trialnr, 15, trialtype, 1, cuetype, Mask_A4, RZ, 399, ReactionType, hit
Block, 3, trialnr, 16, trialtype, 1, cuetype, Mask_A2, RZ, 443, ReactionType, hit
Block, 3, trialnr, 17, trialtype, 4, cuetype, Mask_B3, RZ, 376, ReactionType, hit
Block, 3, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 519, ReactionType, hit
Block, 3, trialnr, 19, trialtype, 1, cuetype, Mask_A4, RZ, 455, ReactionType, hit
Block, 3, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 335, ReactionType, hit
Block, 3, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 595, ReactionType, hit
Block, 3, trialnr, 22, trialtype, 2, cuetype, Mask_B2, RZ, 335, ReactionType, hit
Block, 3, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 566, ReactionType, hit
Block, 3, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 361, ReactionType, hit
Block, 3, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 385, ReactionType, hit
Block, 3, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 251, ReactionType, hit
Block, 3, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 300, ReactionType, hit
Block, 3, trialnr, 28, trialtype, 1, cuetype, Mask_A5, RZ, 281, ReactionType, hit
Block, 3, trialnr, 29, trialtype, 2, cuetype, Mask_B2_1, RZ, 308, ReactionType, hit
Block, 3, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 293, ReactionType, hit
Block, 3, trialnr, 31, trialtype, 1, cuetype, Mask_A3, RZ, 314, ReactionType, hit
Block, 3, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 728, ReactionType, hit
Block, 3, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 3, trialnr, 34, trialtype, 2, cuetype, Mask_B1_1, RZ, 387, ReactionType, hit
Block, 3, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 265, ReactionType, hit
Block, 3, trialnr, 36, trialtype, 4, cuetype, Mask_B2, RZ, 240, ReactionType, hit
Block, 3, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 297, ReactionType, hit
Block, 3, trialnr, 38, trialtype, 1, cuetype, Mask_A2, RZ, 529, ReactionType, hit
Block, 3, trialnr, 39, trialtype, 3, cuetype, Mask_A1, RZ, 275, ReactionType, incorrect
Block, 3, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 477, ReactionType, hit
Block, 3, trialnr, 41, trialtype, 1, cuetype, Mask_A5, RZ, 584, ReactionType, hit
Block, 3, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 369, ReactionType, hit
Block, 3, trialnr, 43, trialtype, 4, cuetype, Mask_B2_1, RZ, 531, ReactionType, hit
Block, 3, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 524, ReactionType, hit
Block, 3, trialnr, 45, trialtype, 1, cuetype, Mask_A1, RZ, 0, ReactionType, incorrect
Block, 3, trialnr, 46, trialtype, 2, cuetype, Mask_B2_1, RZ, 368, ReactionType, hit
Block, 3, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 341, ReactionType, hit
Block, 3, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 516, ReactionType, hit
Block, 3, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 443, ReactionType, hit
Block, 3, trialnr, 50, trialtype, 1, cuetype, Mask_A1, RZ, 500, ReactionType, hit
Block, 3, trialnr, 51, trialtype, 4, cuetype, Mask_B4, RZ, 296, ReactionType, hit
Block, 3, trialnr, 52, trialtype, 1, cuetype, Mask_A5, RZ, 474, ReactionType, hit
Block, 4, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 356, ReactionType, hit
Block, 4, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 379, ReactionType, hit
Block, 4, trialnr, 3, trialtype, 3, cuetype, Mask_A4, RZ, 478, ReactionType, incorrect
Block, 4, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 499, ReactionType, hit
Block, 4, trialnr, 5, trialtype, 4, cuetype, Mask_B4, RZ, 263, ReactionType, hit
Block, 4, trialnr, 6, trialtype, 1, cuetype, Mask_A1, RZ, 418, ReactionType, hit
Block, 4, trialnr, 7, trialtype, 2, cuetype, Mask_B3, RZ, 319, ReactionType, hit
Block, 4, trialnr, 8, trialtype, 1, cuetype, Mask_A2, RZ, 365, ReactionType, hit
Block, 4, trialnr, 9, trialtype, 4, cuetype, Mask_B2, RZ, 280, ReactionType, hit
Block, 4, trialnr, 10, trialtype, 1, cuetype, Mask_A2, RZ, 451, ReactionType, hit
Block, 4, trialnr, 11, trialtype, 2, cuetype, Mask_B4, RZ, 467, ReactionType, hit
Block, 4, trialnr, 12, trialtype, 1, cuetype, Mask_A3, RZ, 677, ReactionType, hit
Block, 4, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 331, ReactionType, hit
Block, 4, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 0, ReactionType, incorrect
Block, 4, trialnr, 15, trialtype, 1, cuetype, Mask_A2, RZ, 623, ReactionType, hit
Block, 4, trialnr, 16, trialtype, 1, cuetype, Mask_A4, RZ, 590, ReactionType, hit
Block, 4, trialnr, 17, trialtype, 4, cuetype, Mask_B3, RZ, 380, ReactionType, hit
Block, 4, trialnr, 18, trialtype, 1, cuetype, Mask_A5, RZ, 596, ReactionType, hit
Block, 4, trialnr, 19, trialtype, 1, cuetype, Mask_A2, RZ, 400, ReactionType, hit
Block, 4, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 423, ReactionType, hit
Block, 4, trialnr, 21, trialtype, 3, cuetype, Mask_A5, RZ, 505, ReactionType, hit
Block, 4, trialnr, 22, trialtype, 2, cuetype, Mask_B3_1, RZ, 436, ReactionType, hit
Block, 4, trialnr, 23, trialtype, 1, cuetype, Mask_A2, RZ, 313, ReactionType, hit
Block, 4, trialnr, 24, trialtype, 1, cuetype, Mask_A3, RZ, 347, ReactionType, hit
Block, 4, trialnr, 25, trialtype, 3, cuetype, Mask_A1, RZ, 480, ReactionType, hit
Block, 4, trialnr, 26, trialtype, 1, cuetype, Mask_A1, RZ, 544, ReactionType, hit
Block, 4, trialnr, 27, trialtype, 4, cuetype, Mask_B2_1, RZ, 339, ReactionType, hit
Block, 4, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 371, ReactionType, hit
Block, 4, trialnr, 29, trialtype, 2, cuetype, Mask_B1_1, RZ, 391, ReactionType, hit
Block, 4, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 333, ReactionType, hit
Block, 4, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 346, ReactionType, hit
Block, 4, trialnr, 32, trialtype, 1, cuetype, Mask_A1, RZ, 655, ReactionType, hit
Block, 4, trialnr, 33, trialtype, 3, cuetype, Mask_A5, RZ, 399, ReactionType, incorrect
Block, 4, trialnr, 34, trialtype, 1, cuetype, Mask_A3, RZ, 556, ReactionType, hit
Block, 4, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 532, ReactionType, hit
Block, 4, trialnr, 36, trialtype, 2, cuetype, Mask_B2, RZ, 351, ReactionType, hit
Block, 4, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 304, ReactionType, hit
Block, 4, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 456, ReactionType, hit
Block, 4, trialnr, 39, trialtype, 4, cuetype, Mask_B1_1, RZ, 342, ReactionType, hit
Block, 4, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 377, ReactionType, hit
Block, 4, trialnr, 41, trialtype, 1, cuetype, Mask_A3, RZ, 304, ReactionType, incorrect
Block, 4, trialnr, 42, trialtype, 1, cuetype, Mask_A2, RZ, 463, ReactionType, hit
Block, 4, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 418, ReactionType, incorrect
Block, 4, trialnr, 44, trialtype, 2, cuetype, Mask_B1_1, RZ, 275, ReactionType, hit
Block, 4, trialnr, 45, trialtype, 1, cuetype, Mask_A4, RZ, 384, ReactionType, hit
Block, 4, trialnr, 46, trialtype, 3, cuetype, Mask_A1, RZ, 661, ReactionType, hit
Block, 4, trialnr, 47, trialtype, 1, cuetype, Mask_A4, RZ, 724, ReactionType, hit
Block, 4, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 516, ReactionType, miss
Block, 4, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 427, ReactionType, hit
Block, 4, trialnr, 50, trialtype, 1, cuetype, Mask_A4, RZ, 368, ReactionType, hit
Block, 4, trialnr, 51, trialtype, 2, cuetype, Mask_B3_1, RZ, 373, ReactionType, hit
Block, 4, trialnr, 52, trialtype, 4, cuetype, Mask_B1, RZ, 304, ReactionType, hit
