Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 392, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 336, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A3, RZ, 327, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 307, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B1_1, RZ, 374, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 301, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 389, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 0, ReactionType, miss
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 264, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 308, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 273, ReactionType, incorrect
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A2, RZ, 378, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A4, RZ, 334, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A2, RZ, 343, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B1, RZ, 303, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 388, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A3, RZ, 384, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A1, RZ, 490, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A5, RZ, 455, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A4, RZ, 325, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B4, RZ, 264, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 308, ReactionType, hit
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 290, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B2, RZ, 315, ReactionType, hit
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A3, RZ, 423, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 313, ReactionType, hit
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A1, RZ, 411, ReactionType, incorrect
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A3, RZ, 369, ReactionType, hit
Block, 1, trialnr, 51, trialtype, 4, cuetype, Mask_B3_1, RZ, 333, ReactionType, hit
Block, 1, trialnr, 52, trialtype, 2, cuetype, Mask_B3, RZ, 305, ReactionType, hit
Block, 2, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 399, ReactionType, hit
Block, 2, trialnr, 2, trialtype, 2, cuetype, Mask_B4_1, RZ, 322, ReactionType, hit
Block, 2, trialnr, 3, trialtype, 1, cuetype, Mask_A4, RZ, 319, ReactionType, hit
Block, 2, trialnr, 4, trialtype, 4, cuetype, Mask_B4, RZ, 289, ReactionType, hit
Block, 2, trialnr, 5, trialtype, 1, cuetype, Mask_A2, RZ, 356, ReactionType, hit
Block, 2, trialnr, 6, trialtype, 2, cuetype, Mask_B1, RZ, 307, ReactionType, hit
Block, 2, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 370, ReactionType, hit
Block, 2, trialnr, 8, trialtype, 1, cuetype, Mask_A3, RZ, 312, ReactionType, hit
Block, 2, trialnr, 9, trialtype, 4, cuetype, Mask_B2_1, RZ, 397, ReactionType, hit
Block, 2, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 360, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B3_1, RZ, 288, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A2, RZ, 324, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A2, RZ, 310, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 566, ReactionType, hit
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 395, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 319, ReactionType, hit
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B1, RZ, 326, ReactionType, hit
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 320, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 355, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A3, RZ, 331, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 526, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B3, RZ, 737, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 278, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 331, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 345, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 318, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 358, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A4, RZ, 361, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B2_1, RZ, 454, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 480, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A2, RZ, 335, ReactionType, hit
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 502, ReactionType, hit
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 336, ReactionType, hit
Block, 2, trialnr, 34, trialtype, 1, cuetype, Mask_A4, RZ, 361, ReactionType, hit
Block, 2, trialnr, 35, trialtype, 1, cuetype, Mask_A2, RZ, 508, ReactionType, hit
Block, 2, trialnr, 36, trialtype, 3, cuetype, Mask_A1, RZ, 531, ReactionType, hit
Block, 2, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 442, ReactionType, hit
Block, 2, trialnr, 38, trialtype, 1, cuetype, Mask_A4, RZ, 395, ReactionType, hit
Block, 2, trialnr, 39, trialtype, 2, cuetype, Mask_B3, RZ, 349, ReactionType, hit
Block, 2, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 416, ReactionType, hit
Block, 2, trialnr, 41, trialtype, 1, cuetype, Mask_A4, RZ, 368, ReactionType, hit
Block, 2, trialnr, 42, trialtype, 1, cuetype, Mask_A4, RZ, 346, ReactionType, hit
Block, 2, trialnr, 43, trialtype, 3, cuetype, Mask_A5, RZ, 674, ReactionType, hit
Block, 2, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 417, ReactionType, hit
Block, 2, trialnr, 45, trialtype, 4, cuetype, Mask_B2_1, RZ, 335, ReactionType, hit
Block, 2, trialnr, 46, trialtype, 1, cuetype, Mask_A4, RZ, 297, ReactionType, hit
Block, 2, trialnr, 47, trialtype, 1, cuetype, Mask_A3, RZ, 552, ReactionType, hit
Block, 2, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 460, ReactionType, hit
Block, 2, trialnr, 49, trialtype, 1, cuetype, Mask_A3, RZ, 369, ReactionType, hit
Block, 2, trialnr, 50, trialtype, 4, cuetype, Mask_B3_1, RZ, 548, ReactionType, hit
Block, 2, trialnr, 51, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 2, trialnr, 52, trialtype, 1, cuetype, Mask_A2, RZ, 366, ReactionType, hit
Block, 3, trialnr, 1, trialtype, 4, cuetype, Mask_B4_1, RZ, 256, ReactionType, hit
Block, 3, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 304, ReactionType, hit
Block, 3, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 489, ReactionType, hit
Block, 3, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 370, ReactionType, hit
Block, 3, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 3, trialnr, 6, trialtype, 2, cuetype, Mask_B2, RZ, 282, ReactionType, hit
Block, 3, trialnr, 7, trialtype, 1, cuetype, Mask_A4, RZ, 301, ReactionType, hit
Block, 3, trialnr, 8, trialtype, 1, cuetype, Mask_A4, RZ, 383, ReactionType, hit
Block, 3, trialnr, 9, trialtype, 1, cuetype, Mask_A1, RZ, 332, ReactionType, hit
Block, 3, trialnr, 10, trialtype, 1, cuetype, Mask_A5, RZ, 353, ReactionType, hit
Block, 3, trialnr, 11, trialtype, 2, cuetype, Mask_B4_1, RZ, 325, ReactionType, hit
Block, 3, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 399, ReactionType, hit
Block, 3, trialnr, 13, trialtype, 1, cuetype, Mask_A3, RZ, 304, ReactionType, hit
Block, 3, trialnr, 14, trialtype, 3, cuetype, Mask_A4, RZ, 561, ReactionType, hit
Block, 3, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 395, ReactionType, hit
Block, 3, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 413, ReactionType, hit
Block, 3, trialnr, 17, trialtype, 4, cuetype, Mask_B3, RZ, 365, ReactionType, hit
Block, 3, trialnr, 18, trialtype, 1, cuetype, Mask_A3, RZ, 439, ReactionType, hit
Block, 3, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 395, ReactionType, hit
Block, 3, trialnr, 20, trialtype, 1, cuetype, Mask_A5, RZ, 357, ReactionType, hit
Block, 3, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 500, ReactionType, hit
Block, 3, trialnr, 22, trialtype, 2, cuetype, Mask_B1_1, RZ, 283, ReactionType, hit
Block, 3, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 351, ReactionType, hit
Block, 3, trialnr, 24, trialtype, 1, cuetype, Mask_A4, RZ, 365, ReactionType, hit
Block, 3, trialnr, 25, trialtype, 1, cuetype, Mask_A4, RZ, 379, ReactionType, hit
Block, 3, trialnr, 26, trialtype, 4, cuetype, Mask_B1, RZ, 320, ReactionType, hit
Block, 3, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 337, ReactionType, hit
Block, 3, trialnr, 28, trialtype, 1, cuetype, Mask_A2, RZ, 386, ReactionType, incorrect
Block, 3, trialnr, 29, trialtype, 2, cuetype, Mask_B2, RZ, 572, ReactionType, hit
Block, 3, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 300, ReactionType, hit
Block, 3, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 373, ReactionType, hit
Block, 3, trialnr, 32, trialtype, 3, cuetype, Mask_A2, RZ, 552, ReactionType, hit
Block, 3, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 333, ReactionType, hit
Block, 3, trialnr, 34, trialtype, 2, cuetype, Mask_B3, RZ, 295, ReactionType, hit
Block, 3, trialnr, 35, trialtype, 1, cuetype, Mask_A3, RZ, 368, ReactionType, hit
Block, 3, trialnr, 36, trialtype, 4, cuetype, Mask_B2, RZ, 590, ReactionType, hit
Block, 3, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 366, ReactionType, hit
Block, 3, trialnr, 38, trialtype, 1, cuetype, Mask_A3, RZ, 337, ReactionType, hit
Block, 3, trialnr, 39, trialtype, 3, cuetype, Mask_A1, RZ, 590, ReactionType, hit
Block, 3, trialnr, 40, trialtype, 1, cuetype, Mask_A2, RZ, 296, ReactionType, hit
Block, 3, trialnr, 41, trialtype, 1, cuetype, Mask_A5, RZ, 347, ReactionType, hit
Block, 3, trialnr, 42, trialtype, 1, cuetype, Mask_A2, RZ, 324, ReactionType, hit
Block, 3, trialnr, 43, trialtype, 4, cuetype, Mask_B2, RZ, 297, ReactionType, hit
Block, 3, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 293, ReactionType, hit
Block, 3, trialnr, 45, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 3, trialnr, 46, trialtype, 2, cuetype, Mask_B4, RZ, 312, ReactionType, hit
Block, 3, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 292, ReactionType, hit
Block, 3, trialnr, 48, trialtype, 3, cuetype, Mask_A2, RZ, 470, ReactionType, hit
Block, 3, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 350, ReactionType, hit
Block, 3, trialnr, 50, trialtype, 1, cuetype, Mask_A3, RZ, 371, ReactionType, hit
Block, 3, trialnr, 51, trialtype, 4, cuetype, Mask_B2, RZ, 331, ReactionType, hit
Block, 3, trialnr, 52, trialtype, 1, cuetype, Mask_A4, RZ, 313, ReactionType, hit
Block, 4, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 282, ReactionType, hit
Block, 4, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 299, ReactionType, hit
Block, 4, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 524, ReactionType, hit
Block, 4, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 351, ReactionType, hit
Block, 4, trialnr, 5, trialtype, 4, cuetype, Mask_B1, RZ, 307, ReactionType, hit
Block, 4, trialnr, 6, trialtype, 1, cuetype, Mask_A1, RZ, 326, ReactionType, hit
Block, 4, trialnr, 7, trialtype, 2, cuetype, Mask_B1, RZ, 298, ReactionType, hit
Block, 4, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 356, ReactionType, hit
Block, 4, trialnr, 9, trialtype, 4, cuetype, Mask_B2_1, RZ, 330, ReactionType, hit
Block, 4, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 299, ReactionType, hit
Block, 4, trialnr, 11, trialtype, 2, cuetype, Mask_B2_1, RZ, 317, ReactionType, hit
Block, 4, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 377, ReactionType, hit
Block, 4, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 329, ReactionType, hit
Block, 4, trialnr, 14, trialtype, 3, cuetype, Mask_A2, RZ, 556, ReactionType, hit
Block, 4, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 315, ReactionType, hit
Block, 4, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 4, trialnr, 17, trialtype, 4, cuetype, Mask_B4, RZ, 309, ReactionType, hit
Block, 4, trialnr, 18, trialtype, 1, cuetype, Mask_A3, RZ, 291, ReactionType, hit
Block, 4, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 317, ReactionType, hit
Block, 4, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 345, ReactionType, hit
Block, 4, trialnr, 21, trialtype, 3, cuetype, Mask_A4, RZ, 483, ReactionType, hit
Block, 4, trialnr, 22, trialtype, 2, cuetype, Mask_B2, RZ, 291, ReactionType, hit
Block, 4, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 297, ReactionType, hit
Block, 4, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 301, ReactionType, hit
Block, 4, trialnr, 25, trialtype, 3, cuetype, Mask_A3, RZ, 511, ReactionType, hit
Block, 4, trialnr, 26, trialtype, 1, cuetype, Mask_A1, RZ, 417, ReactionType, hit
Block, 4, trialnr, 27, trialtype, 4, cuetype, Mask_B2, RZ, 476, ReactionType, hit
Block, 4, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 322, ReactionType, hit
Block, 4, trialnr, 29, trialtype, 2, cuetype, Mask_B2, RZ, 306, ReactionType, hit
Block, 4, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 328, ReactionType, hit
Block, 4, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 378, ReactionType, hit
Block, 4, trialnr, 32, trialtype, 1, cuetype, Mask_A1, RZ, 382, ReactionType, hit
Block, 4, trialnr, 33, trialtype, 3, cuetype, Mask_A1, RZ, 524, ReactionType, hit
Block, 4, trialnr, 34, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 4, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 4, trialnr, 36, trialtype, 2, cuetype, Mask_B3, RZ, 294, ReactionType, hit
Block, 4, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 316, ReactionType, hit
Block, 4, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 407, ReactionType, hit
Block, 4, trialnr, 39, trialtype, 4, cuetype, Mask_B4, RZ, 341, ReactionType, hit
Block, 4, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 291, ReactionType, hit
Block, 4, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 4, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 331, ReactionType, hit
Block, 4, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 373, ReactionType, hit
Block, 4, trialnr, 44, trialtype, 2, cuetype, Mask_B1, RZ, 339, ReactionType, hit
Block, 4, trialnr, 45, trialtype, 1, cuetype, Mask_A2, RZ, 290, ReactionType, hit
Block, 4, trialnr, 46, trialtype, 3, cuetype, Mask_A1, RZ, 502, ReactionType, hit
Block, 4, trialnr, 47, trialtype, 1, cuetype, Mask_A5, RZ, 392, ReactionType, hit
Block, 4, trialnr, 48, trialtype, 1, cuetype, Mask_A3, RZ, 309, ReactionType, hit
Block, 4, trialnr, 49, trialtype, 1, cuetype, Mask_A2, RZ, 314, ReactionType, hit
Block, 4, trialnr, 50, trialtype, 1, cuetype, Mask_A5, RZ, 340, ReactionType, hit
Block, 4, trialnr, 51, trialtype, 2, cuetype, Mask_B2_1, RZ, 458, ReactionType, hit
Block, 4, trialnr, 52, trialtype, 4, cuetype, Mask_B1_1, RZ, 377, ReactionType, hit
